age_group,age_of_respondent,age_squared,age_x_education,cellphone_access,country_Rwanda,country_Tanzania,country_Uganda,edu_x_employment,edu_x_mobile,education_level_te,education_rank,employment_rank,formal_x_urban,gender_of_respondent,head_x_formal,household_size,household_size_log,inclusion_score,is_dependent,is_formal_employed,is_household_head,is_married,job_type_te,location_type,marital_rank,marital_status_te,married_x_head,mobile_x_urban,relationship_rank,relationship_with_head_te
2.0,32,1024,32,1,True,False,False,2,1,0.08447384449235934,1,2,0,1,0,4,1.6094379124341003,1.1500000000000001,0,0,1,1,0.11660205721804419,0,4,0.17386138684213095,1,0,5,0.17619525893659033
4.0,52,2704,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,1,0,5,1.791759469228055,0.9,0,0,1,1,0.12029817018982014,0,4,0.17525196637664844,1,0,5,0.17854291215320198
1.0,25,625,50,1,True,False,False,4,2,0.23317194481246947,2,2,0,1,0,2,1.0986122886681098,1.4000000000000001,0,0,1,0,0.07891206612501864,0,3,0.11954162348512508,0,0,5,0.17619525893659033
3.0,36,1296,72,1,True,False,False,4,2,0.23598349431068735,2,2,0,0,0,5,1.791759469228055,1.4000000000000001,0,0,0,1,0.07568639743392369,0,4,0.17535002874245104,0,0,4,0.10718281593815017
3.0,37,1369,0,0,True,False,False,0,0,0.03841058318897575,0,2,0,0,0,4,1.6094379124341003,0.7,0,0,0,1,0.07568639743392369,0,4,0.17535002874245104,0,0,4,0.10718281593815017
5.0,73,5329,73,1,True,False,False,2,1,0.08423866352234775,1,2,0,1,0,2,1.0986122886681098,1.1500000000000001,0,0,1,0,0.11598264135968962,0,2,0.08606009464218703,0,0,5,0.17669830543207674
3.0,50,2500,100,1,True,False,False,4,2,0.2359306861300142,2,2,0,1,0,6,1.9459101490553132,1.4000000000000001,0,0,1,1,0.0799680513397514,0,4,0.17525196637664844,1,0,5,0.17854291215320198
3.0,36,1296,36,1,True,False,False,1,1,0.08711619640620037,1,1,0,1,0,4,1.6094379124341003,0.75,1,0,1,1,0.09985870096715979,0,4,0.17535002874245104,1,0,5,0.1792329044686489
2.0,31,961,31,1,True,False,False,2,1,0.08711619640620037,1,2,0,1,0,4,1.6094379124341003,1.1500000000000001,0,0,1,1,0.11815833088018324,0,4,0.17535002874245104,1,0,5,0.1792329044686489
3.0,41,1681,82,1,True,False,False,6,2,0.2359306861300142,2,3,0,1,0,4,1.6094379124341003,1.8499999999999999,0,0,1,0,0.13167552098203136,1,1,0.11432944736067008,0,1,5,0.17854291215320198
2.0,33,1089,132,1,True,False,False,20,4,0.5111282067367404,4,5,1,0,0,5,1.791759469228055,2.95,0,1,0,1,0.7448965080150253,1,4,0.17535002874245104,0,1,4,0.10718281593815017
3.0,39,1521,39,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,6,1.9459101490553132,1.1500000000000001,0,0,0,1,0.0799680513397514,0,4,0.17525196637664844,0,0,4,0.10966821404292762
3.0,44,1936,0,0,True,False,False,0,0,0.0400378195002668,0,2,0,0,0,5,1.791759469228055,0.7,0,0,1,1,0.0799680513397514,0,4,0.17525196637664844,1,0,5,0.17854291215320198
1.0,25,625,0,1,True,False,False,0,0,0.039653846562146315,0,2,0,0,0,4,1.6094379124341003,0.9,0,0,0,1,0.07891206612501864,0,4,0.17386138684213095,0,0,4,0.10740123258362805
4.0,56,3136,0,1,True,False,False,0,0,0.039653846562146315,0,2,0,0,0,6,1.9459101490553132,0.9,0,0,0,1,0.11660205721804419,0,4,0.17386138684213095,0,0,4,0.10740123258362805
1.0,20,400,20,0,True,False,False,2,0,0.08464788066761095,1,2,0,0,0,5,1.791759469228055,0.95,0,0,0,0,0.08231477698582208,0,3,0.12312717000232308,0,0,3,0.08327729163143878
2.0,29,841,29,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,5,1.791759469228055,1.1500000000000001,0,0,0,0,0.11598264135968962,0,3,0.12125443625116719,0,0,3,0.09000870749722986
2.0,32,1024,64,1,True,False,False,10,2,0.22475422735561532,2,5,1,0,0,5,1.791759469228055,2.45,0,1,0,1,0.7370859495214764,1,4,0.16979643413223136,0,1,4,0.10474301432449785
4.0,57,3249,57,0,True,False,False,2,0,0.08423866352234775,1,2,0,0,0,1,0.6931471805599453,0.95,0,0,1,0,0.08201022244034746,0,2,0.08606009464218703,0,0,5,0.17669830543207674
5.0,70,4900,70,0,True,False,False,2,0,0.08711619640620037,1,2,0,1,0,6,1.9459101490553132,0.95,0,0,1,1,0.18030547911955522,0,4,0.17535002874245104,1,0,5,0.1792329044686489
1.0,19,361,38,1,True,False,False,4,2,0.23317194481246947,2,2,0,1,0,6,1.9459101490553132,1.4000000000000001,0,0,0,0,0.18371789388211274,0,3,0.11954162348512508,0,0,3,0.08903389840944755
3.0,42,1764,42,1,True,False,False,2,1,0.08447384449235934,1,2,0,0,0,3,1.3862943611198906,1.1500000000000001,0,0,1,0,0.11660205721804419,0,2,0.09119993011236621,0,0,5,0.17619525893659033
2.0,30,900,60,1,True,False,False,4,2,0.22475422735561532,2,2,0,1,0,3,1.3862943611198906,1.4000000000000001,0,0,1,1,0.08231477698582208,0,4,0.16979643413223136,1,0,5,0.17473756152716832
3.0,50,2500,100,1,True,False,False,2,2,0.23317194481246947,2,1,0,1,0,11,2.4849066497880004,1.0,1,0,0,0,0.09580031685174088,0,3,0.11954162348512508,0,0,3,0.05828554290771467
1.0,24,576,48,1,True,False,False,4,2,0.23317194481246947,2,2,0,0,0,5,1.791759469228055,1.55,0,0,0,0,0.11660205721804419,1,3,0.11954162348512508,0,1,3,0.08903389840944755
1.0,20,400,40,1,True,False,False,2,2,0.2312843150607104,2,1,0,1,0,7,2.0794415416798357,1.0,1,0,0,0,0.09321731687589563,0,3,0.12125443625116719,0,0,3,0.09000870749722986
2.0,34,1156,136,1,True,False,False,8,4,0.49303008096450296,4,2,0,0,0,2,1.0986122886681098,1.9000000000000001,0,0,0,1,0.11660205721804419,0,4,0.17386138684213095,0,0,4,0.10740123258362805
4.0,56,3136,56,1,True,False,False,2,1,0.08464788066761095,1,2,0,0,0,2,1.0986122886681098,1.1500000000000001,0,0,0,1,0.11307491948010931,0,4,0.16979643413223136,0,0,4,0.10474301432449785
3.0,44,1936,44,0,True,False,False,2,0,0.08447384449235934,1,2,0,0,0,4,1.6094379124341003,0.95,0,0,0,1,0.11660205721804419,0,4,0.17386138684213095,0,0,4,0.10740123258362805
3.0,36,1296,36,1,True,False,False,3,1,0.08423866352234775,1,3,0,1,0,6,1.9459101490553132,1.45,0,0,1,1,0.12875959149970187,0,4,0.17331037522029275,1,0,5,0.17669830543207674
2.0,31,961,31,1,True,False,False,3,1,0.08730220222140785,1,3,0,0,0,5,1.791759469228055,1.45,0,0,0,1,0.13167552098203136,0,4,0.17525196637664844,0,0,4,0.10966821404292762
0.0,17,289,34,1,True,False,False,2,2,0.23317194481246947,2,1,0,1,0,4,1.6094379124341003,1.0,1,0,0,0,0.09580031685174088,0,3,0.11954162348512508,0,0,3,0.08903389840944755
2.0,33,1089,33,0,True,False,False,2,0,0.08730220222140785,1,2,0,1,0,4,1.6094379124341003,0.95,0,0,1,1,0.12029817018982014,0,4,0.17525196637664844,1,0,5,0.17854291215320198
1.0,25,625,50,1,True,False,False,4,2,0.2359306861300142,2,2,0,0,0,3,1.3862943611198906,1.4000000000000001,0,0,0,1,0.0799680513397514,0,4,0.17525196637664844,0,0,4,0.10966821404292762
3.0,50,2500,0,1,True,False,False,0,0,0.039653846562146315,0,2,0,0,0,6,1.9459101490553132,0.9,0,0,1,0,0.07891206612501864,0,1,0.11219584686078754,0,0,5,0.17619525893659033
3.0,45,2025,45,1,True,False,False,2,1,0.08447384449235934,1,2,0,0,0,2,1.0986122886681098,1.1500000000000001,0,0,1,0,0.11660205721804419,0,2,0.09119993011236621,0,0,5,0.17619525893659033
3.0,42,1764,0,1,True,False,False,0,0,0.03841058318897575,0,2,0,0,0,5,1.791759469228055,0.9,0,0,1,0,0.11815833088018324,0,1,0.11623857258052407,0,0,5,0.1792329044686489
3.0,47,2209,47,0,True,False,False,2,0,0.08711619640620037,1,2,0,1,0,5,1.791759469228055,0.95,0,0,1,1,0.07568639743392369,0,4,0.17535002874245104,1,0,5,0.1792329044686489
1.0,21,441,42,1,True,False,False,2,2,0.23317194481246947,2,1,0,0,0,3,1.3862943611198906,1.15,1,0,0,0,0.09580031685174088,1,3,0.11954162348512508,0,1,3,0.05828554290771467
3.0,49,2401,98,1,True,False,False,4,2,0.22475422735561532,2,2,0,1,0,7,2.0794415416798357,1.4000000000000001,0,0,1,1,0.11307491948010931,0,4,0.16979643413223136,1,0,5,0.17473756152716832
4.0,62,3844,0,1,True,False,False,0,0,0.03950578370223743,0,2,0,0,0,3,1.3862943611198906,0.9,0,0,1,0,0.11307491948010931,0,2,0.0886445666115701,0,0,5,0.17473756152716832
1.0,23,529,46,1,True,False,False,4,2,0.23598349431068735,2,2,0,1,0,8,2.1972245773362196,1.4000000000000001,0,0,0,0,0.11815833088018324,0,3,0.1219834162857301,0,0,3,0.08787073922325075
3.0,46,2116,46,1,True,False,False,2,1,0.08711619640620037,1,2,0,1,0,4,1.6094379124341003,1.1500000000000001,0,0,1,1,0.11815833088018324,0,4,0.17535002874245104,1,0,5,0.1792329044686489
2.0,35,1225,35,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,5,1.791759469228055,1.1500000000000001,0,0,1,1,0.0799680513397514,0,4,0.17525196637664844,1,0,5,0.17854291215320198
3.0,40,1600,0,1,True,False,False,0,0,0.04010408408888351,0,2,0,0,0,8,2.1972245773362196,1.05,0,0,0,1,0.08201022244034746,1,4,0.17331037522029275,0,1,4,0.10459369694815576
3.0,37,1369,37,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,2,1.0986122886681098,1.1500000000000001,0,0,0,1,0.08201022244034746,0,4,0.17331037522029275,0,0,4,0.10459369694815576
3.0,38,1444,38,0,True,False,False,2,0,0.08711619640620037,1,2,0,1,0,6,1.9459101490553132,0.95,0,0,1,1,0.11815833088018324,0,4,0.17535002874245104,1,0,5,0.1792329044686489
0.0,17,289,34,1,True,False,False,2,2,0.23317194481246947,2,1,0,1,0,2,1.0986122886681098,1.0,1,0,0,0,0.09580031685174088,0,3,0.11954162348512508,0,0,3,0.08903389840944755
3.0,47,2209,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,0,0,5,1.791759469228055,0.9,0,0,1,0,0.0799680513397514,0,1,0.11432944736067008,0,0,5,0.17854291215320198
5.0,80,6400,0,0,True,False,False,0,0,0.039653846562146315,0,2,0,0,0,2,1.0986122886681098,0.7,0,0,1,0,0.11660205721804419,0,2,0.09119993011236621,0,0,5,0.17619525893659033
2.0,31,961,31,1,True,False,False,2,1,0.08730220222140785,1,2,0,1,0,5,1.791759469228055,1.1500000000000001,0,0,1,1,0.0799680513397514,0,4,0.17525196637664844,1,0,5,0.17854291215320198
5.0,70,4900,70,1,True,False,False,2,1,0.08447384449235934,1,2,0,1,0,7,2.0794415416798357,1.1500000000000001,0,0,1,1,0.11660205721804419,0,4,0.17386138684213095,1,0,5,0.17619525893659033
1.0,20,400,40,1,True,False,False,2,2,0.23598349431068735,2,1,0,0,0,7,2.0794415416798357,1.0,1,0,0,0,0.09985870096715979,0,3,0.1219834162857301,0,0,3,0.08787073922325075
1.0,21,441,42,0,True,False,False,4,0,0.2312843150607104,2,2,0,0,0,3,1.3862943611198906,1.2000000000000002,0,0,0,0,0.08201022244034746,0,3,0.12125443625116719,0,0,4,0.10459369694815576
1.0,21,441,21,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,7,2.0794415416798357,1.1500000000000001,0,0,0,0,0.12029817018982014,0,3,0.11942559141635967,0,0,3,0.06046724454489701
2.0,32,1024,32,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,5,1.791759469228055,1.1500000000000001,0,0,0,1,0.0799680513397514,0,4,0.17525196637664844,0,0,4,0.10966821404292762
3.0,40,1600,40,1,True,False,False,2,1,0.08464788066761095,1,2,0,1,0,6,1.9459101490553132,1.1500000000000001,0,0,1,1,0.11307491948010931,0,4,0.16979643413223136,1,0,5,0.17473756152716832
3.0,45,2025,90,1,True,False,False,2,2,0.22475422735561532,2,1,0,0,0,11,2.4849066497880004,1.15,1,0,0,1,0.09602711050726134,1,4,0.16979643413223136,0,1,4,0.10474301432449785
2.0,31,961,0,1,True,False,False,0,0,0.03841058318897575,0,2,0,0,0,5,1.791759469228055,0.9,0,0,0,1,0.07568639743392369,0,4,0.17535002874245104,0,0,4,0.10718281593815017
3.0,38,1444,38,1,True,False,False,3,1,0.08447384449235934,1,3,0,1,0,5,1.791759469228055,1.45,0,0,1,1,0.13274025031978195,0,4,0.17386138684213095,1,0,5,0.17619525893659033
0.0,16,256,16,1,True,False,False,2,1,0.08464788066761095,1,2,0,1,0,6,1.9459101490553132,1.1500000000000001,0,0,0,0,0.11307491948010931,0,3,0.12312717000232308,0,0,3,0.08327729163143878
1.0,23,529,23,1,True,False,False,2,1,0.08711619640620037,1,2,0,1,0,9,2.302585092994046,1.1500000000000001,0,0,0,0,0.11815833088018324,0,3,0.1219834162857301,0,0,3,0.08787073922325075
1.0,25,625,25,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,4,1.6094379124341003,1.1500000000000001,0,0,0,1,0.08201022244034746,0,4,0.17331037522029275,0,0,4,0.10459369694815576
2.0,35,1225,35,1,True,False,False,3,1,0.08447384449235934,1,3,0,0,0,5,1.791759469228055,1.5999999999999999,0,0,0,1,0.13274025031978195,1,4,0.17386138684213095,0,1,4,0.10740123258362805
2.0,35,1225,35,1,True,False,False,2,1,0.08730220222140785,1,2,0,1,0,2,1.0986122886681098,1.3,0,0,1,0,0.1799496552394052,1,3,0.11942559141635967,0,1,5,0.17854291215320198
5.0,85,7225,0,0,True,False,False,0,0,0.039653846562146315,0,2,0,1,0,3,1.3862943611198906,0.7,0,0,1,1,0.07891206612501864,0,4,0.17386138684213095,1,0,5,0.17619525893659033
2.0,29,841,29,1,True,False,False,2,1,0.08711619640620037,1,2,0,0,0,1,0.6931471805599453,1.1500000000000001,0,0,1,0,0.11815833088018324,0,1,0.11623857258052407,0,0,5,0.1792329044686489
5.0,76,5776,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,0,0,2,1.0986122886681098,0.9,0,0,1,0,0.12029817018982014,0,2,0.09433295239300389,0,0,5,0.17854291215320198
2.0,33,1089,66,1,True,False,False,6,2,0.23317194481246947,2,3,0,0,0,6,1.9459101490553132,1.8499999999999999,0,0,0,1,0.13274025031978195,1,4,0.17386138684213095,0,1,4,0.10740123258362805
5.0,72,5184,0,0,True,False,False,0,0,0.03841058318897575,0,2,0,0,0,1,0.6931471805599453,0.7,0,0,1,0,0.11815833088018324,0,2,0.09268569697360543,0,0,5,0.1792329044686489
3.0,46,2116,0,1,True,False,False,0,0,0.03950578370223743,0,2,0,0,0,6,1.9459101490553132,0.9,0,0,0,1,0.08231477698582208,0,4,0.16979643413223136,0,0,4,0.10474301432449785
1.0,25,625,25,0,True,False,False,2,0,0.08447384449235934,1,2,0,0,0,3,1.3862943611198906,0.95,0,0,0,1,0.11660205721804419,0,4,0.17386138684213095,0,0,4,0.10740123258362805
3.0,44,1936,44,1,True,False,False,4,1,0.08730220222140785,1,4,0,0,0,5,1.791759469228055,1.75,0,1,0,1,0.5386046902027327,0,4,0.17525196637664844,0,0,4,0.10966821404292762
5.0,75,5625,75,1,True,False,False,2,1,0.08464788066761095,1,2,0,0,0,3,1.3862943611198906,1.1500000000000001,0,0,0,1,0.11307491948010931,0,4,0.16979643413223136,0,0,4,0.10474301432449785
5.0,78,6084,0,0,True,False,False,0,0,0.0400378195002668,0,1,0,0,0,2,1.0986122886681098,0.44999999999999996,1,0,1,0,0.09228536053028268,1,2,0.09433295239300389,0,0,5,0.17854291215320198
1.0,21,441,21,0,True,False,False,2,0,0.08711619640620037,1,2,0,1,0,5,1.791759469228055,0.95,0,0,0,0,0.07568639743392369,0,3,0.1219834162857301,0,0,3,0.08787073922325075
2.0,32,1024,32,1,True,False,False,2,1,0.08447384449235934,1,2,0,1,0,5,1.791759469228055,1.1500000000000001,0,0,1,1,0.11660205721804419,0,4,0.17386138684213095,1,0,5,0.17619525893659033
3.0,47,2209,47,1,True,False,False,2,1,0.08423866352234775,1,2,0,1,0,7,2.0794415416798357,1.1500000000000001,0,0,1,1,0.11598264135968962,0,4,0.17331037522029275,1,0,5,0.17669830543207674
4.0,58,3364,58,1,True,False,False,2,1,0.08730220222140785,1,2,0,1,0,3,1.3862943611198906,1.1500000000000001,0,0,1,1,0.12029817018982014,0,4,0.17525196637664844,1,0,5,0.17854291215320198
1.0,23,529,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,1,0,8,2.1972245773362196,0.9,0,0,1,0,0.12029817018982014,0,3,0.11942559141635967,0,0,5,0.17854291215320198
4.0,65,4225,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,0,0,7,2.0794415416798357,0.9,0,0,1,0,0.12029817018982014,0,2,0.09433295239300389,0,0,5,0.17854291215320198
2.0,29,841,116,1,True,False,False,8,4,0.49303008096450296,4,2,0,1,0,2,1.0986122886681098,2.05,0,0,1,0,0.07891206612501864,1,3,0.11954162348512508,0,1,5,0.17619525893659033
2.0,30,900,30,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,6,1.9459101490553132,1.1500000000000001,0,0,0,0,0.08201022244034746,0,3,0.12125443625116719,0,0,3,0.09000870749722986
1.0,23,529,46,1,True,False,False,4,2,0.22475422735561532,2,2,0,0,0,3,1.3862943611198906,1.4000000000000001,0,0,0,1,0.08231477698582208,0,4,0.16979643413223136,0,0,4,0.10474301432449785
3.0,36,1296,36,1,True,False,False,3,1,0.08447384449235934,1,3,0,0,0,6,1.9459101490553132,1.45,0,0,0,1,0.13274025031978195,0,4,0.17386138684213095,0,0,4,0.10740123258362805
2.0,26,676,52,1,True,False,False,4,2,0.23317194481246947,2,2,0,1,0,5,1.791759469228055,1.4000000000000001,0,0,0,0,0.07891206612501864,0,3,0.11954162348512508,0,0,3,0.08903389840944755
2.0,35,1225,0,1,True,False,False,0,0,0.039653846562146315,0,2,0,0,0,3,1.3862943611198906,0.9,0,0,1,1,0.11660205721804419,0,4,0.17386138684213095,1,0,5,0.17619525893659033
3.0,41,1681,41,1,True,False,False,2,1,0.08447384449235934,1,2,0,1,0,4,1.6094379124341003,1.1500000000000001,0,0,1,1,0.11660205721804419,0,4,0.17386138684213095,1,0,5,0.17619525893659033
1.0,21,441,21,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,3,1.3862943611198906,1.3,0,0,0,1,0.0799680513397514,1,4,0.17525196637664844,0,1,4,0.10966821404292762
3.0,47,2209,0,1,True,False,False,0,0,0.04010408408888351,0,2,0,0,0,3,1.3862943611198906,0.9,0,0,0,1,0.11598264135968962,0,4,0.17331037522029275,0,0,4,0.10459369694815576
5.0,70,4900,0,1,True,False,False,0,0,0.03841058318897575,0,2,0,1,0,2,1.0986122886681098,0.9,0,0,1,0,0.11815833088018324,0,1,0.11623857258052407,0,0,5,0.1792329044686489
1.0,23,529,23,0,True,False,False,2,0,0.08464788066761095,1,2,0,0,0,3,1.3862943611198906,0.95,0,0,0,0,0.11307491948010931,0,3,0.12312717000232308,0,0,3,0.08327729163143878
1.0,21,441,21,1,True,False,False,2,1,0.08447384449235934,1,2,0,1,0,4,1.6094379124341003,1.1500000000000001,0,0,0,0,0.11660205721804419,0,3,0.11954162348512508,0,0,3,0.08903389840944755
2.0,30,900,30,1,True,False,False,2,1,0.08464788066761095,1,2,0,1,0,5,1.791759469228055,1.1500000000000001,0,0,1,1,0.08231477698582208,0,4,0.16979643413223136,1,0,5,0.17473756152716832
4.0,55,3025,0,1,True,False,False,0,0,0.04010408408888351,0,2,0,0,0,5,1.791759469228055,0.9,0,0,0,1,0.11598264135968962,0,4,0.17331037522029275,0,0,4,0.10459369694815576
0.0,17,289,34,1,True,False,False,4,2,0.23317194481246947,2,2,0,0,0,7,2.0794415416798357,1.4000000000000001,0,0,0,0,0.07891206612501864,0,3,0.11954162348512508,0,0,3,0.08903389840944755
2.0,29,841,0,1,True,False,False,0,0,0.03841058318897575,0,2,0,1,0,4,1.6094379124341003,0.9,0,0,1,1,0.11815833088018324,0,4,0.17535002874245104,1,0,5,0.1792329044686489
3.0,45,2025,45,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,4,1.6094379124341003,1.1500000000000001,0,0,1,0,0.11598264135968962,0,2,0.08606009464218703,0,0,5,0.17669830543207674
4.0,56,3136,56,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,1,0.6931471805599453,1.1500000000000001,0,0,1,0,0.12029817018982014,0,2,0.09433295239300389,0,0,5,0.17854291215320198
2.0,28,784,28,1,True,False,False,2,1,0.08730220222140785,1,2,0,1,0,3,1.3862943611198906,1.1500000000000001,0,0,1,1,0.12029817018982014,0,4,0.17525196637664844,1,0,5,0.17854291215320198
3.0,41,1681,82,0,True,False,False,4,0,0.22475422735561532,2,2,0,0,0,6,1.9459101490553132,1.2000000000000002,0,0,1,0,0.08231477698582208,0,2,0.0886445666115701,0,0,5,0.17473756152716832
3.0,45,2025,45,1,True,False,False,1,1,0.08423866352234775,1,1,0,0,0,6,1.9459101490553132,0.75,1,0,0,1,0.09321731687589563,0,4,0.17331037522029275,0,0,4,0.10459369694815576
4.0,52,2704,0,1,True,False,False,0,0,0.0400378195002668,0,2,0,0,0,4,1.6094379124341003,0.9,0,0,1,0,0.1799496552394052,0,2,0.09433295239300389,0,0,5,0.17854291215320198
3.0,42,1764,84,1,True,False,False,4,2,0.23598349431068735,2,2,0,0,0,4,1.6094379124341003,1.4000000000000001,0,0,0,0,0.11815833088018324,0,3,0.1219834162857301,0,0,3,0.08787073922325075
4.0,63,3969,63,1,True,False,False,2,1,0.08730220222140785,1,2,0,0,0,3,1.3862943611198906,1.1500000000000001,0,0,1,0,0.12029817018982014,0,2,0.09433295239300389,0,0,5,0.17854291215320198
2.0,29,841,29,1,True,False,False,2,1,0.08447384449235934,1,2,0,0,0,5,1.791759469228055,1.1500000000000001,0,0,0,1,0.07891206612501864,0,4,0.17386138684213095,0,0,4,0.10740123258362805
1.0,23,529,23,1,True,False,False,2,1,0.08464788066761095,1,2,0,0,0,3,1.3862943611198906,1.1500000000000001,0,0,0,1,0.08231477698582208,0,4,0.16979643413223136,0,0,4,0.10474301432449785
2.0,33,1089,33,1,True,False,False,3,1,0.08464788066761095,1,3,0,0,0,4,1.6094379124341003,1.45,0,0,0,1,0.1300282705262567,0,4,0.16979643413223136,0,0,4,0.10474301432449785
2.0,34,1156,34,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,6,1.9459101490553132,1.1500000000000001,0,0,0,1,0.11598264135968962,0,4,0.17331037522029275,0,0,4,0.10459369694815576
2.0,26,676,26,0,True,False,False,2,0,0.08730220222140785,1,2,0,0,0,4,1.6094379124341003,0.95,0,0,0,1,0.0799680513397514,0,4,0.17525196637664844,0,0,4,0.10966821404292762
3.0,43,1849,86,1,True,False,False,8,2,0.23598349431068735,2,4,0,1,1,5,1.791759469228055,2.0,0,1,1,1,0.5372731806746925,0,4,0.17535002874245104,1,0,5,0.1792329044686489
5.0,66,4356,0,1,True,False,False,0,0,0.0400378195002668,0,1,0,1,0,5,1.791759469228055,0.5,1,0,1,1,0.09228536053028268,0,4,0.17525196637664844,1,0,5,0.17854291215320198
3.0,48,2304,48,1,True,False,False,2,1,0.08711619640620037,1,2,0,1,0,6,1.9459101490553132,1.1500000000000001,0,0,1,1,0.11815833088018324,0,4,0.17535002874245104,1,0,5,0.1792329044686489
2.0,30,900,0,1,True,False,False,0,0,0.03950578370223743,0,2,0,1,0,5,1.791759469228055,0.9,0,0,1,1,0.08231477698582208,0,4,0.16979643413223136,1,0,5,0.17473756152716832
3.0,38,1444,76,1,True,False,False,4,2,0.22475422735561532,2,2,0,1,0,5,1.791759469228055,1.4000000000000001,0,0,1,1,0.11307491948010931,0,4,0.16979643413223136,1,0,5,0.17473756152716832
4.0,60,3600,60,0,True,False,False,2,0,0.08464788066761095,1,2,0,0,0,1,0.6931471805599453,0.95,0,0,1,0,0.11307491948010931,0,1,0.10722471535179388,0,0,5,0.17473756152716832
1.0,19,361,19,1,True,False,False,2,1,0.08423866352234775,1,2,0,0,0,8,2.1972245773362196,1.1500000000000001,0,0,0,0,0.08201022244034746,0,3,0.12125443625116719,0,0,3,0.09000870749722986
3.0,39,1521,39,1,True,False,False,2,1,0.08711619640620037,1,2,0,0,0,3,1.3862943611198906,1.1500000000000001,0,0,1,0,0.11815833088018324,0,2,0.09268569697360543,0,0,5,0.1792329044686489
4.0,65,4225,65,1,True,False,False,2,1,0.08464788066761095,1,2,0,1,0,2,1.0986122886681098,1.1500000000000001,0,0,1,1,0.11307491948010931,0,4,0.16979643413223136,1,0,5,0.17473756152716832
5.0,75,5625,75,0,True,False,False,2,0,0.08711619640620037,1,2,0,0,0,1,0.6931471805599453,0.95,0,0,1,0,0.11815833088018324,0,2,0.09268569697360543,0,0,5,0.1792329044686489
4.0,52,2704,52,1,True,False,False,2,1,0.08711619640620037,1,2,0,0,0,9,2.302585092994046,1.1500000000000001,0,0,0,1,0.11815833088018324,0,4,0.17535002874245104,0,0,4,0.10718281593815017
3.0,45,2025,45,1,True,False,False,2,1,0.08447384449235934,1,2,0,0,0,6,1.9459101490553132,1.1500000000000001,0,0,0,1,0.11660205721804419,0,4,0.17386138684213095,0,0,4,0.10740123258362805
1.0,21,441,42,1,True,False,False,4,2,0.23317194481246947,2,2,0,0,0,2,1.0986122886681098,1.4000000000000001,0,0,0,0,0.11660205721804419,0,3,0.11954162348512508,0,0,3,0.08903389840944755
4.0,65,4225,65,1,True,False,False,1,1,0.08447384449235934,1,1,0,0,0,1,0.6931471805599453,0.9,1,0,1,0,0.09580031685174088,1,2,0.09119993011236621,0,1,5,0.17619525893659033
1.0,24,576,48,1,True,False,False,4,2,0.2359306861300142,2,2,0,1,0,3,1.3862943611198906,1.4000000000000001,0,0,0,0,0.12029817018982014,0,3,0.11942559141635967,0,0,3,0.0857230607114941
1.0,23,529,23,1,True,False,False,2,1,0.08464788066761095,1,2,0,0,0,4,1.6094379124341003,1.1500000000000001,0,0,0,0,0.11307491948010931,0,3,0.12312717000232308,0,0,3,0.08327729163143878
4.0,62,3844,0,0,True,False,False,0,0,0.04010408408888351,0,2,0,0,0,3,1.3862943611198906,0.7,0,0,1,0,0.11598264135968962,0,2,0.08606009464218703,0,0,5,0.17669830543207674
3.0,40,1600,80,1,True,False,False,6,2,0.2312843150607104,2,3,0,1,0,4,1.6094379124341003,1.8499999999999999,0,0,1,1,0.12875959149970187,1,4,0.17331037522029275,1,1,5,0.17669830543207674
3.0,38,1444,38,1,True,False,False,0,1,0.08711619640620037,1,0,0,0,0,6,1.9459101490553132,0.45,1,0,1,1,0.13873550565752932,0,4,0.17535002874245104,1,0,5,0.1792329044686489
2.0,33,1089,33,1,True,False,False,3,1,0.08423866352234775,1,3,0,0,0,3,1.3862943611198906,1.5999999999999999,0,0,0,1,0.12875959149970187,1,4,0.17331037522029275,0,1,4,0.10459369694815576
2.0,31,961,31,1,True,False,False,2,1,0.08711619640620037,1,2,0,0,0,5,1.791759469228055,1.1500000000000001,0,0,1,0,0.11815833088018324,0,3,0.1219834162857301,0,0,5,0.1792329044686489
4.0,54,2916,0,0,True,False,False,0,0,0.03841058318897575,0,2,0,1,0,5,1.791759469228055,0.7,0,0,1,1,0.07568639743392369,0,4,0.17535002874245104,1,0,5,0.1792329044686489
