idx,primary_barrier,primary_action,sdg_alignment
2129,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2131,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2135,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2137,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2141,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2145,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2149,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2156,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2162,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2166,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2170,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2177,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2181,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2189,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2190,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2192,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2193,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2194,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2196,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2197,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2206,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2209,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2213,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2216,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2217,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2221,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2230,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2231,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2233,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2234,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2240,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2242,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2244,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2245,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2248,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2250,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2259,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2263,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2266,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2269,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2276,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2278,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2280,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2285,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2286,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2290,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2294,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2295,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2297,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2302,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2311,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2315,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2316,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2328,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2335,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2351,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2352,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2358,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2364,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2366,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2371,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2373,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2382,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2383,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2390,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2391,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2395,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2399,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2407,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2408,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2411,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2412,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2413,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2414,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2417,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2419,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2421,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2422,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2429,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2433,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2437,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2438,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2440,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2442,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2446,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2447,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2451,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2456,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2457,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2460,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2462,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2473,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2483,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2484,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2489,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2493,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2499,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2509,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2512,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2514,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2517,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2523,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2527,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2528,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2535,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2538,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2543,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2551,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2553,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2554,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2557,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2563,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2566,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2573,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2580,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2581,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2582,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2584,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2592,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2617,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2623,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2625,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2627,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2630,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2631,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2632,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2633,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2636,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2640,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2641,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2645,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2649,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2650,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2659,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2660,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2662,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2664,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2666,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2667,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2668,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2669,country_Rwanda,🌍 General financial inclusion program,SDG 1: No Poverty
2671,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2672,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2673,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2674,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2686,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2692,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2693,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2695,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2696,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2697,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2698,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2699,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2700,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2701,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2702,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2707,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2708,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2710,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2711,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2712,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2714,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2715,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2716,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2717,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2719,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2720,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2721,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2722,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2723,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2726,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2728,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2729,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2731,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2732,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2738,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2739,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2741,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2743,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2746,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2747,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2752,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2753,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2754,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2756,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2757,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2758,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2759,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2761,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2763,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2764,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2765,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2770,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2771,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2772,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2776,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2778,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2779,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2782,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2783,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2784,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2786,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2788,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2790,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2794,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2796,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2799,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2800,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2807,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2808,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2810,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2815,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2816,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2817,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2819,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2822,country_Rwanda,🌍 General financial inclusion program,SDG 1: No Poverty
2824,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2825,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2826,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2827,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2831,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2832,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2834,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2836,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2837,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2838,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2842,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2853,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2854,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2856,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2857,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2858,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2860,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2862,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2863,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2866,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2868,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2869,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2871,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2872,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2877,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2882,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2886,gender_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2887,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2889,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2895,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2897,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2901,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2903,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2906,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2908,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2909,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2910,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2911,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2913,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2914,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2915,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2916,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2917,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2918,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2920,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2921,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2923,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2924,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2925,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2926,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2928,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2931,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2937,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
2938,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2940,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2941,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2942,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2943,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2945,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2947,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2948,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2950,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2954,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2961,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2962,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2964,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2966,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2969,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2972,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2974,country_Rwanda,🌍 General financial inclusion program,SDG 1: No Poverty
2978,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2980,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2982,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2983,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
2985,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2986,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
2987,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2991,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
2992,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
2996,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2997,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
2999,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3002,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3003,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3004,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3009,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3014,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3019,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3020,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3021,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3023,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3026,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3027,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3029,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3030,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3032,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3033,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3034,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3035,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3036,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3041,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3042,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3045,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
3046,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3047,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3049,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3050,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3051,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3053,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3054,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3056,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3057,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3060,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3063,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3064,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3067,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3069,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3071,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3074,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3076,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3078,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3084,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3087,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3088,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3089,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3093,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
3095,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3098,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3099,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3101,gender_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
3102,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
3103,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3104,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3105,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3106,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
3107,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
3109,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
